"","Protein","P.Value","adj.P.Val","method","days","effect"
"10432","P38919",0.829409939579055,0.970525819491865,"MinProb","day1_09","short.term"
"10433","Q96QK1",0.829628726864145,0.970525819491865,"MinProb","day1_09","short.term"
"10434","P49368",0.829724146197709,0.970525819491865,"MinProb","day1_09","short.term"
"10435","P46776",0.830654241042532,0.970633310925583,"MinProb","day1_09","short.term"
"10436","P68402",0.834558923319963,0.974212936698102,"MinProb","day1_09","short.term"
"10437","Q15050",0.835873606056924,0.974764990749162,"MinProb","day1_09","short.term"
"10438","Q14498",0.839971684197913,0.978077210061809,"MinProb","day1_09","short.term"
"10439","O00299",0.841765987207199,0.978077210061809,"MinProb","day1_09","short.term"
"10440","P61026",0.841935671704603,0.978077210061809,"MinProb","day1_09","short.term"
"10441","Q96EP5",0.842092382065305,0.978077210061809,"MinProb","day1_09","short.term"
"10442","Q92538",0.844141367125175,0.979226701013547,"MinProb","day1_09","short.term"
"10443","Q6P2Q9",0.845065739689042,0.979226701013547,"MinProb","day1_09","short.term"
"10444","O00159",0.845816894419141,0.979226701013547,"MinProb","day1_09","short.term"
"10445","Q9GZS3",0.846464531705148,0.979226701013547,"MinProb","day1_09","short.term"
"10446","P55060",0.848162771088807,0.980041356728629,"MinProb","day1_09","short.term"
"10447","P07437",0.848861382382396,0.980041356728629,"MinProb","day1_09","short.term"
"10448","P30085",0.850588912732421,0.981057730024047,"MinProb","day1_09","short.term"
"10449","Q13283",0.853667163786958,0.981957861112383,"MinProb","day1_09","short.term"
"10450","P62714",0.855925889503636,0.981957861112383,"MinProb","day1_09","short.term"
"10451","P61086",0.858144589932581,0.981957861112383,"MinProb","day1_09","short.term"
"10452","Q9BTT0",0.858203737998754,0.981957861112383,"MinProb","day1_09","short.term"
"10453","P29692",0.858453248073568,0.981957861112383,"MinProb","day1_09","short.term"
"10454","Q13595",0.858469574019249,0.981957861112383,"MinProb","day1_09","short.term"
"10455","P30046",0.85891400612688,0.981957861112383,"MinProb","day1_09","short.term"
"10456","P43686",0.859556494392727,0.981957861112383,"MinProb","day1_09","short.term"
"10457","Q9UPN3",0.860389929207274,0.981957861112383,"MinProb","day1_09","short.term"
"10458","P48643",0.860640694101336,0.981957861112383,"MinProb","day1_09","short.term"
"10459","O95373",0.860697088971562,0.981957861112383,"MinProb","day1_09","short.term"
"10460","P99999",0.862527193756969,0.982969123044468,"MinProb","day1_09","short.term"
"10461","P35754",0.863281172829209,0.982969123044468,"MinProb","day1_09","short.term"
"10462","P37802",0.864990144544943,0.983947531810456,"MinProb","day1_09","short.term"
"10463","P56945",0.867023668177133,0.98396839427046,"MinProb","day1_09","short.term"
"10464","Q5BKZ1",0.867095269085825,0.98396839427046,"MinProb","day1_09","short.term"
"10465","P61513",0.867996265464618,0.98396839427046,"MinProb","day1_09","short.term"
"10466","Q07955",0.868407339330234,0.98396839427046,"MinProb","day1_09","short.term"
"10467","p_1",0.869584062249568,0.984024164917017,"MinProb","day1_09","short.term"
"10468","P62277",0.871949585961087,0.984024164917017,"MinProb","day1_09","short.term"
"10469","P62314",0.87198233654593,0.984024164917017,"MinProb","day1_09","short.term"
"10470","P78559",0.872297494433282,0.984024164917017,"MinProb","day1_09","short.term"
"10471","P36871",0.873055289603333,0.984024164917017,"MinProb","day1_09","short.term"
"10472","P16949",0.873555130858975,0.984024164917017,"MinProb","day1_09","short.term"
"10473","P33316",0.875984055814622,0.984498857127642,"MinProb","day1_09","short.term"
"10474","P43487",0.877673651115944,0.984498857127642,"MinProb","day1_09","short.term"
"10475","Q9Y570",0.877757792115449,0.984498857127642,"MinProb","day1_09","short.term"
"10476","Q9GZN8",0.877768410070562,0.984498857127642,"MinProb","day1_09","short.term"
"10477","Q9BWF3",0.878227391548233,0.984498857127642,"MinProb","day1_09","short.term"
"10478","O76003",0.882468915647475,0.985285845297079,"MinProb","day1_09","short.term"
"10479","Q0ZGT2",0.882509896648251,0.985285845297079,"MinProb","day1_09","short.term"
"10480","P12955",0.882934082532793,0.985285845297079,"MinProb","day1_09","short.term"
"10481","O95433",0.884234567167205,0.985285845297079,"MinProb","day1_09","short.term"
"10482","P40763",0.884603232391393,0.985285845297079,"MinProb","day1_09","short.term"
"10483","O75347",0.886057647952981,0.985285845297079,"MinProb","day1_09","short.term"
"10484","P12763",0.886466026527694,0.985285845297079,"MinProb","day1_09","short.term"
"10485","Q92598",0.88712756817345,0.985285845297079,"MinProb","day1_09","short.term"
"10486","P22307",0.888555209430177,0.985285845297079,"MinProb","day1_09","short.term"
"10487","P10412",0.890055691431466,0.985285845297079,"MinProb","day1_09","short.term"
"10488","P28161",0.892287950320945,0.985285845297079,"MinProb","day1_09","short.term"
"10489","Q86V81",0.894248196902909,0.985285845297079,"MinProb","day1_09","short.term"
"10490","O43776",0.894506928791693,0.985285845297079,"MinProb","day1_09","short.term"
"10491","P46781",0.89492291418494,0.985285845297079,"MinProb","day1_09","short.term"
"10492","P54819",0.8971581786377,0.985285845297079,"MinProb","day1_09","short.term"
"10493","P55884",0.897972724027474,0.985285845297079,"MinProb","day1_09","short.term"
"10494","P53396",0.898612462891484,0.985285845297079,"MinProb","day1_09","short.term"
"10495","Q13885",0.898760495960326,0.985285845297079,"MinProb","day1_09","short.term"
"10496","P08621",0.898958641290706,0.985285845297079,"MinProb","day1_09","short.term"
"10497","P46060",0.899159715161326,0.985285845297079,"MinProb","day1_09","short.term"
"10498","Q7Z7B0",0.899578498835091,0.985285845297079,"MinProb","day1_09","short.term"
"10499","Q9UHX1",0.900528493878968,0.985285845297079,"MinProb","day1_09","short.term"
"10500","P05388",0.901277939572366,0.985285845297079,"MinProb","day1_09","short.term"
"10501","O75506",0.902214494721705,0.985285845297079,"MinProb","day1_09","short.term"
"10502","O00151",0.90244834595823,0.985285845297079,"MinProb","day1_09","short.term"
"10503","O75955",0.902537069452271,0.985285845297079,"MinProb","day1_09","short.term"
"10504","Q9NPQ8",0.903472588942314,0.985285845297079,"MinProb","day1_09","short.term"
"10505","P17987",0.90375878069324,0.985285845297079,"MinProb","day1_09","short.term"
"10506","O95793",0.904256030786626,0.985285845297079,"MinProb","day1_09","short.term"
"10507","O60716",0.904454968524002,0.985285845297079,"MinProb","day1_09","short.term"
"10508","P11586",0.906820331440653,0.986019599473135,"MinProb","day1_09","short.term"
"10509","Q07960",0.907544021202942,0.986019599473135,"MinProb","day1_09","short.term"
"10510","P62136",0.909581511250167,0.986019599473135,"MinProb","day1_09","short.term"
"10511","Q07812",0.909951083089633,0.986019599473135,"MinProb","day1_09","short.term"
"10512","P47813",0.910476855631392,0.986019599473135,"MinProb","day1_09","short.term"
"10513","P00491",0.911532445256823,0.986019599473135,"MinProb","day1_09","short.term"
"10514","P15170",0.911932273658588,0.986019599473135,"MinProb","day1_09","short.term"
"10515","P26885",0.91217213414222,0.986019599473135,"MinProb","day1_09","short.term"
"10516","Q9C0C2",0.912791891740242,0.986019599473135,"MinProb","day1_09","short.term"
"10517","Q13596",0.915552122307444,0.986571030564594,"MinProb","day1_09","short.term"
"10518","Q15393",0.916006759178633,0.986571030564594,"MinProb","day1_09","short.term"
"10519","P50395",0.917581648512295,0.986571030564594,"MinProb","day1_09","short.term"
"10520","Q13151",0.91983907925019,0.986571030564594,"MinProb","day1_09","short.term"
"10521","Q92974",0.920176190248899,0.986571030564594,"MinProb","day1_09","short.term"
"10522","O15116",0.920357203379009,0.986571030564594,"MinProb","day1_09","short.term"
"10523","P61313",0.920686916522508,0.986571030564594,"MinProb","day1_09","short.term"
"10524","Q99459",0.920890016096144,0.986571030564594,"MinProb","day1_09","short.term"
"10525","Q99714",0.922206554190242,0.986571030564594,"MinProb","day1_09","short.term"
"10526","P40926",0.922664121744014,0.986571030564594,"MinProb","day1_09","short.term"
"10527","Q9Y3B9",0.925341652009939,0.986571030564594,"MinProb","day1_09","short.term"
"10528","P42704",0.925690478000508,0.986571030564594,"MinProb","day1_09","short.term"
"10529","P09972",0.925877068169528,0.986571030564594,"MinProb","day1_09","short.term"
"10530","P10515",0.925964089483667,0.986571030564594,"MinProb","day1_09","short.term"
"10531","P07910",0.926081787757956,0.986571030564594,"MinProb","day1_09","short.term"
"10532","Q9UNH7",0.92817848266095,0.987002363391658,"MinProb","day1_09","short.term"
"10533","P18124",0.929318660715999,0.987002363391658,"MinProb","day1_09","short.term"
"10534","Q14166",0.930594654098936,0.987002363391658,"MinProb","day1_09","short.term"
"10535","P30153",0.93101003710955,0.987002363391658,"MinProb","day1_09","short.term"
"10536","P05455",0.931268361472653,0.987002363391658,"MinProb","day1_09","short.term"
"10537","Q7Z739",0.932196583091792,0.987002363391658,"MinProb","day1_09","short.term"
"10538","Q96FW1",0.933169249735536,0.987002363391658,"MinProb","day1_09","short.term"
"10539","C9JLW8",0.933305343621645,0.987002363391658,"MinProb","day1_09","short.term"
"10540","Q9NZZ3",0.935637105115398,0.987441164802612,"MinProb","day1_09","short.term"
"10541","P00338",0.936640552680154,0.987441164802612,"MinProb","day1_09","short.term"
"10542","Q9BQE5",0.937882132698914,0.987441164802612,"MinProb","day1_09","short.term"
"10543","O75534",0.938406925384569,0.987441164802612,"MinProb","day1_09","short.term"
"10544","P62857",0.938702545781945,0.987441164802612,"MinProb","day1_09","short.term"
"10545","Q92783",0.939981906362265,0.987441164802612,"MinProb","day1_09","short.term"
"10546","P42224",0.940052718675682,0.987441164802612,"MinProb","day1_09","short.term"
"10547","O15144",0.944876512838173,0.987441164802612,"MinProb","day1_09","short.term"
"10548","O43684",0.945233097195442,0.987441164802612,"MinProb","day1_09","short.term"
"10549","Q96PK6",0.945807012571664,0.987441164802612,"MinProb","day1_09","short.term"
"10550","O43747",0.946086310696149,0.987441164802612,"MinProb","day1_09","short.term"
"10551","P62750",0.946218075631966,0.987441164802612,"MinProb","day1_09","short.term"
"10552","P55786",0.948169139387396,0.987441164802612,"MinProb","day1_09","short.term"
"10553","O60493",0.948857241908274,0.987441164802612,"MinProb","day1_09","short.term"
"10554","P30084",0.948937641197603,0.987441164802612,"MinProb","day1_09","short.term"
"10555","A0AVT1",0.949176289317462,0.987441164802612,"MinProb","day1_09","short.term"
"10556","P12081",0.94960918801812,0.987441164802612,"MinProb","day1_09","short.term"
"10557","Q9UDY4",0.950201508985009,0.987441164802612,"MinProb","day1_09","short.term"
"10558","P02751",0.950988692541492,0.987441164802612,"MinProb","day1_09","short.term"
"10559","P40227",0.951529052406562,0.987441164802612,"MinProb","day1_09","short.term"
"10560","Q58FF8",0.952912983783918,0.987441164802612,"MinProb","day1_09","short.term"
"10561","O75718",0.953591041224146,0.987441164802612,"MinProb","day1_09","short.term"
"10562","Q99623",0.955029414514324,0.987441164802612,"MinProb","day1_09","short.term"
"10563","Q15257",0.955143576147098,0.987441164802612,"MinProb","day1_09","short.term"
"10564","P0CW22",0.955504001810628,0.987441164802612,"MinProb","day1_09","short.term"
"10565","Q9Y266",0.955890799433272,0.987441164802612,"MinProb","day1_09","short.term"
"10566","P54578",0.958899354043565,0.988390253579591,"MinProb","day1_09","short.term"
"10567","P51659",0.959661167576295,0.988390253579591,"MinProb","day1_09","short.term"
"10568","Q9NT62",0.960398382589855,0.988390253579591,"MinProb","day1_09","short.term"
"10569","Q9UJZ1",0.960425509796928,0.988390253579591,"MinProb","day1_09","short.term"
"10570","O43242",0.96169960399775,0.988390253579591,"MinProb","day1_09","short.term"
"10571","P61960",0.961981759028893,0.988390253579591,"MinProb","day1_09","short.term"
"10572","P53582",0.963615361176813,0.988390253579591,"MinProb","day1_09","short.term"
"10573","Q00839",0.96363782063157,0.988390253579591,"MinProb","day1_09","short.term"
"10574","P04632",0.966349658803937,0.989545630075221,"MinProb","day1_09","short.term"
"10575","P11216",0.966473322638234,0.989545630075221,"MinProb","day1_09","short.term"
"10576","O95819",0.969265211568214,0.990672028948203,"MinProb","day1_09","short.term"
"10577","Q00341",0.969845656663803,0.990672028948203,"MinProb","day1_09","short.term"
"10578","P14868",0.970269119330343,0.990672028948203,"MinProb","day1_09","short.term"
"10579","Q9Y6Y8",0.970995468787747,0.990672028948203,"MinProb","day1_09","short.term"
"10580","P61201",0.971915909225258,0.990738224368704,"MinProb","day1_09","short.term"
"10581","O94979",0.973261336143852,0.991237139186087,"MinProb","day1_09","short.term"
"10582","P33993",0.974151826871887,0.991272245621833,"MinProb","day1_09","short.term"
"10583","P13804",0.976795772068994,0.991673318967243,"MinProb","day1_09","short.term"
"10584","Q10567",0.976989772121811,0.991673318967243,"MinProb","day1_09","short.term"
"10585","P19623",0.977424680593518,0.991673318967243,"MinProb","day1_09","short.term"
"10586","Q16658",0.977971442366659,0.991673318967243,"MinProb","day1_09","short.term"
"10587","P51665",0.981378792757109,0.994257779538699,"MinProb","day1_09","short.term"
"10588","P30044",0.982852019817752,0.994552972874833,"MinProb","day1_09","short.term"
"10589","P25325",0.985630201399555,0.994552972874833,"MinProb","day1_09","short.term"
"10590","P23381",0.985636044743461,0.994552972874833,"MinProb","day1_09","short.term"
"10591","P21399",0.985848122095644,0.994552972874833,"MinProb","day1_09","short.term"
"10592","p_6",0.985964432521855,0.994552972874833,"MinProb","day1_09","short.term"
"10593","P49321",0.990439356008289,0.996928370010043,"MinProb","day1_09","short.term"
"10594","P06396",0.991693333783503,0.996928370010043,"MinProb","day1_09","short.term"
"10595","Q13045",0.992715185009289,0.996928370010043,"MinProb","day1_09","short.term"
"10596","Q9ULV4",0.993105736765605,0.996928370010043,"MinProb","day1_09","short.term"
"10597","Q02818",0.993470419054399,0.996928370010043,"MinProb","day1_09","short.term"
"10598","Q9Y295",0.994185100101704,0.996928370010043,"MinProb","day1_09","short.term"
"10599","Q16777",0.995380241154451,0.996928370010043,"MinProb","day1_09","short.term"
"10600","P37108",0.995930738983137,0.996928370010043,"MinProb","day1_09","short.term"
"10601","Q9H2U2",0.996067464681882,0.996928370010043,"MinProb","day1_09","short.term"
"10602","Q99873",0.9981179352075,0.9981179352075,"MinProb","day1_09","short.term"
"10603","P50579",0.00078668114658251,0.743294101428627,"KNN","day1_09","short.term"
"10604","O75506",0.00229220146478914,0.743294101428627,"KNN","day1_09","short.term"
"10605","P35269",0.00259268202925052,0.743294101428627,"KNN","day1_09","short.term"
"10606","P22695",0.00298834686124182,0.743294101428627,"KNN","day1_09","short.term"
"10607","Q5T4S7",0.00435431546427169,0.743294101428627,"KNN","day1_09","short.term"
"10608","P62330",0.00549966269349369,0.743294101428627,"KNN","day1_09","short.term"
"10609","Q13263",0.00552396135484047,0.743294101428627,"KNN","day1_09","short.term"
"10610","Q9Y2W1",0.0055471487150782,0.743294101428627,"KNN","day1_09","short.term"
"10611","P51812",0.00737124310385987,0.743294101428627,"KNN","day1_09","short.term"
"10612","Q9BT78",0.00953649095591869,0.743294101428627,"KNN","day1_09","short.term"
"10613","Q07065",0.00987488941189955,0.743294101428627,"KNN","day1_09","short.term"
"10614","P40121",0.0101692390472971,0.743294101428627,"KNN","day1_09","short.term"
"10615","Q02790",0.0106607683487085,0.743294101428627,"KNN","day1_09","short.term"
